age,gender,education,county,employment_status,years_experience,job_applications,months_unemployed,unemployment_barrier,description,recommended_intervention
18,Female,Diploma,Nakuru,Student,9,16,17,Geographic_Barrier,Jobs in my field are only available far from where I live,Satellite office placement
27,Male,Masters,Machakos,Self-employed,8,49,23,Opportunity_Shortage,Companies aren't hiring in my field right now,Entrepreneurship support
22,Male,Secondary,Nyeri,Student,9,0,26,Skills_Gap,Companies want experience with technologies I haven't learned,Digital skills bootcamp
28,Female,Primary,Eldoret,Unemployed,6,47,17,Skills_Gap,I need additional training to qualify for available positions,Technical training program
25,Male,Secondary,Eldoret,Self-employed,11,3,29,Geographic_Barrier,I can't relocate to where the jobs are available,Satellite office placement
31,Female,Masters,Kakamega,Unemployed,11,22,22,Market_Mismatch,My field of study doesn't have many opportunities locally,Industry transition program
19,Female,Secondary,Nakuru,Employed,0,19,0,Market_Mismatch,My Secondary qualification doesn't match what employers want,Alternative career path mentorship
18,Female,Secondary,Nairobi,Unemployed,12,30,26,Geographic_Barrier,Living in Nairobi limits my access to job opportunities,Relocation support
32,Female,Secondary,Nyeri,Self-employed,14,6,34,Skills_Gap,Companies want experience with technologies I haven't learned,Digital skills bootcamp
22,Male,Secondary,Kisumu,Unemployed,0,15,10,Skills_Gap,I need additional training to qualify for available positions,Technical training program
30,Female,Secondary,Kisumu,Unemployed,6,0,33,Skills_Gap,I need additional training to qualify for available positions,Technical training program
24,Female,Bachelor,Nakuru,Unemployed,8,10,29,Opportunity_Shortage,Too many graduates are competing for too few positions,Public works program
33,Female,Bachelor,Kisumu,Employed,5,46,2,Opportunity_Shortage,Companies aren't hiring in my field right now,Job creation initiative
32,Female,Diploma,Kisumu,Unemployed,11,20,0,Opportunity_Shortage,The job market in Kisumu is saturated with job seekers,Gig economy onboarding
25,Female,Secondary,Eldoret,Unemployed,0,29,26,Opportunity_Shortage,There are very few job openings in Eldoret,Entrepreneurship support
30,Male,Diploma,Kisumu,Self-employed,7,25,26,Skills_Gap,I need additional training to qualify for available positions,Apprenticeship placement
23,Male,Secondary,Kakamega,Self-employed,13,28,1,Market_Mismatch,My Secondary qualification doesn't match what employers want,Industry transition program
29,Male,Diploma,Kisumu,Unemployed,6,31,32,Skills_Gap,Companies want experience with technologies I haven't learned,Apprenticeship placement
30,Female,Diploma,Nakuru,Unpaid work,2,34,18,Resource_Constraints,I lack resources to continue searching for jobs,Job search stipend
28,Female,Bachelor,Eldoret,Unemployed,11,4,33,Opportunity_Shortage,Too many graduates are competing for too few positions,Gig economy onboarding
24,Female,Bachelor,Kakamega,Unemployed,0,43,21,Skills_Gap,I lack the technical skills needed for jobs in my field,Apprenticeship placement
24,Male,Primary,Mombasa,Unemployed,10,40,2,Skills_Gap,I need additional training to qualify for available positions,Technical training program
23,Male,Secondary,Machakos,Unemployed,10,35,33,Skills_Gap,My current skills are outdated for the modern job market in Machakos,Digital skills bootcamp
23,Female,Secondary,Machakos,Unpaid work,6,49,8,Geographic_Barrier,Jobs in my field are only available far from where I live,Relocation support
30,Male,Bachelor,Kisumu,Unpaid work,9,17,4,Opportunity_Shortage,The job market in Kisumu is saturated with job seekers,Entrepreneurship support
34,Female,Bachelor,Nyeri,Employed,9,7,15,Geographic_Barrier,There's an urban-rural divide in job availability,Satellite office placement
23,Female,Primary,Machakos,Self-employed,2,39,13,Resource_Constraints,The cost of living while job hunting is too high,Business incubation
25,Male,Primary,Kakamega,Unemployed,7,34,19,Skills_Gap,I lack the technical skills needed for jobs in my field,Industry certifications
34,Male,Secondary,Machakos,Employed,6,33,6,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Public works program
24,Female,Secondary,Machakos,Unemployed,7,26,13,Opportunity_Shortage,The job market in Machakos is saturated with job seekers,Gig economy onboarding
29,Male,Secondary,Nakuru,Employed,7,4,28,Skills_Gap,Companies want experience with technologies I haven't learned,Industry certifications
24,Male,Secondary,Eldoret,Self-employed,0,19,10,Opportunity_Shortage,The job market in Eldoret is saturated with job seekers,Entrepreneurship support
24,Female,Diploma,Mombasa,Self-employed,10,44,23,Market_Mismatch,My skills are not valued in the current job market,Skill conversion training
35,Female,Secondary,Mombasa,Self-employed,0,47,17,Skills_Gap,I need additional training to qualify for available positions,Apprenticeship placement
35,Male,Primary,Mombasa,Unemployed,8,7,15,Skills_Gap,I lack the technical skills needed for jobs in my field,Digital skills bootcamp
26,Male,Primary,Kakamega,Student,3,15,2,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Public works program
30,Male,Secondary,Eldoret,Employed,6,46,26,Resource_Constraints,I lack resources to continue searching for jobs,Transport subsidy
23,Male,Secondary,Nyeri,Employed,6,40,34,Skills_Gap,My current skills are outdated for the modern job market in Nyeri,Industry certifications
34,Female,Diploma,Nakuru,Unpaid work,7,45,4,Resource_Constraints,Starting my own business requires capital I don't have,Job search stipend
28,Female,Diploma,Machakos,Unemployed,11,31,10,Market_Mismatch,My field of study doesn't have many opportunities locally,Skill conversion training
34,Female,Diploma,Mombasa,Student,9,46,12,Skills_Gap,I need additional training to qualify for available positions,Industry certifications
35,Female,Bachelor,Eldoret,Self-employed,10,27,29,Market_Mismatch,My skills are not valued in the current job market,Industry transition program
35,Male,PhD,Mombasa,Unemployed,9,45,5,Market_Mismatch,My PhD qualification doesn't match what employers want,Alternative career path mentorship
23,Male,Primary,Mombasa,Unemployed,13,19,25,Opportunity_Shortage,There are very few job openings in Mombasa,Entrepreneurship support
34,Male,Bachelor,Mombasa,Unemployed,2,34,19,Skills_Gap,My current skills are outdated for the modern job market in Mombasa,Apprenticeship placement
30,Female,Masters,Machakos,Self-employed,0,43,27,Geographic_Barrier,Living in Machakos limits my access to job opportunities,Commuter subsidy
29,Female,Diploma,Kakamega,Employed,7,8,18,Market_Mismatch,The industry I trained for is declining in Kenya,Skill conversion training
18,Female,Diploma,Nairobi,Student,8,20,25,Opportunity_Shortage,Too many graduates are competing for too few positions,Entrepreneurship support
28,Female,Diploma,Nakuru,Unemployed,7,38,2,Opportunity_Shortage,The job market in Nakuru is saturated with job seekers,Job creation initiative
25,Female,Diploma,Mombasa,Self-employed,0,6,17,Resource_Constraints,I can't afford the transportation costs for interviews,Business incubation
25,Female,Secondary,Kakamega,Unemployed,10,38,6,Skills_Gap,My current skills are outdated for the modern job market in Kakamega,Apprenticeship placement
19,Female,Secondary,Mombasa,Unemployed,11,15,31,Resource_Constraints,The cost of living while job hunting is too high,Transport subsidy
22,Female,Secondary,Nyeri,Unemployed,3,18,21,Skills_Gap,I lack the technical skills needed for jobs in my field,Digital skills bootcamp
23,Female,Diploma,Eldoret,Unemployed,3,45,3,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
23,Male,Secondary,Nyeri,Employed,6,2,12,Resource_Constraints,I can't afford the transportation costs for interviews,Startup capital support
30,Female,Bachelor,Eldoret,Unemployed,1,18,13,Resource_Constraints,The cost of living while job hunting is too high,Transport subsidy
31,Male,Secondary,Nairobi,Unemployed,3,42,34,Resource_Constraints,I can't afford the transportation costs for interviews,Startup capital support
28,Female,Bachelor,Nyeri,Unemployed,10,37,15,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
33,Female,Diploma,Eldoret,Employed,10,45,12,Skills_Gap,I need additional training to qualify for available positions,Apprenticeship placement
32,Female,Diploma,Nyeri,Employed,11,41,24,Resource_Constraints,I lack resources to continue searching for jobs,Transport subsidy
35,Female,Diploma,Mombasa,Unpaid work,3,12,8,Resource_Constraints,I need financial support to relocate where jobs are available,Business incubation
28,Male,Secondary,Mombasa,Employed,3,38,21,Resource_Constraints,I lack resources to continue searching for jobs,Job search stipend
29,Female,Bachelor,Mombasa,Student,7,42,25,Opportunity_Shortage,Companies aren't hiring in my field right now,Public works program
25,Female,Diploma,Nyeri,Student,13,13,16,Resource_Constraints,The cost of living while job hunting is too high,Transport subsidy
25,Female,Diploma,Mombasa,Self-employed,8,7,3,Market_Mismatch,My skills are not valued in the current job market,Skill conversion training
26,Male,Secondary,Kisumu,Employed,13,24,10,Resource_Constraints,Starting my own business requires capital I don't have,Job search stipend
30,Male,Secondary,Nyeri,Unemployed,14,9,13,Skills_Gap,I need additional training to qualify for available positions,Technical training program
18,Male,Secondary,Eldoret,Self-employed,5,38,9,Market_Mismatch,There's a disconnect between my education and available jobs,Industry transition program
24,Female,Secondary,Nakuru,Employed,14,20,5,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Public works program
26,Male,Bachelor,Machakos,Employed,8,7,16,Resource_Constraints,The cost of living while job hunting is too high,Startup capital support
35,Female,Secondary,Nyeri,Unemployed,10,39,9,Resource_Constraints,Starting my own business requires capital I don't have,Job search stipend
30,Female,Masters,Eldoret,Employed,10,23,9,Skills_Gap,My current skills are outdated for the modern job market in Eldoret,Digital skills bootcamp
35,Male,Secondary,Nairobi,Student,13,41,34,Opportunity_Shortage,The job market in Nairobi is saturated with job seekers,Job creation initiative
18,Female,Secondary,Mombasa,Employed,1,0,2,Skills_Gap,My education didn't provide practical skills employers need,Technical training program
21,Female,Secondary,Eldoret,Self-employed,4,9,19,Resource_Constraints,I can't afford the transportation costs for interviews,Business incubation
30,Female,Secondary,Mombasa,Self-employed,13,15,30,Opportunity_Shortage,Too many graduates are competing for too few positions,Entrepreneurship support
18,Male,Primary,Machakos,Unemployed,4,47,15,Skills_Gap,I need additional training to qualify for available positions,Apprenticeship placement
33,Male,PhD,Kisumu,Self-employed,9,48,1,Skills_Gap,Companies want experience with technologies I haven't learned,Technical training program
26,Male,Diploma,Kakamega,Self-employed,1,21,33,Skills_Gap,My current skills are outdated for the modern job market in Kakamega,Digital skills bootcamp
27,Female,Secondary,Nakuru,Employed,5,24,9,Market_Mismatch,My field of study doesn't have many opportunities locally,Career redirection counseling
30,Male,Primary,Mombasa,Employed,1,44,27,Market_Mismatch,My Primary qualification doesn't match what employers want,Industry transition program
